0.826589595,0.815028902,0.768786127,0.826589595,0.826589595,0.815028902,0.803468208,0.809248555,0.815028902
0.826589595,0.815028902,0.768786127,0.826589595,0.826589595,0.815028902,0.803468208,0.809248555,0.815028902
0.843930636,0.855491329,0.797687861,0.843930636,0.826589595,0.838150289,0.826589595,0.832369942,0.843930636
0.780346821,0.815028902,0.809248555,0.76300578,0.832369942,0.757225434,0.751445087,0.74566474,0.774566474
0.739884393,0.757225434,0.722543353,0.826589595,0.861271676,0.861271676,0.861271676,0.832369942,0.832369942
0.780346821,0.768786127,0.780346821,0.76300578,0.716763006,0.722543353,0.710982659,0.710982659,0.728323699
0.815028902,0.826589595,0.815028902,0.786127168,0.74566474,0.76300578,0.849710983,0.76300578,0.76300578
0.803468208,0.87283237,0.867052023,0.809248555,0.786127168,0.855491329,0.843930636,0.797687861,0.768786127
0.843930636,0.832369942,0.820809249,0.797687861,0.797687861,0.791907514,0.780346821,0.774566474,0.815028902
0.838150289,0.809248555,0.780346821,0.774566474,0.76300578,0.76300578,0.76300578,0.815028902,0.815028902
0.895953757,0.797687861,0.861271676,0.849710983,0.820809249,0.803468208,0.809248555,0.838150289,0.832369942
0.820809249,0.780346821,0.734104046,0.734104046,0.739884393,0.710982659,0.76300578,0.774566474,0.76300578
0.861271676,0.803468208,0.826589595,0.815028902,0.774566474,0.768786127,0.768786127,0.768786127,0.786127168
0.861271676,0.832369942,0.849710983,0.849710983,0.849710983,0.849710983,0.849710983,0.849710983,0.849710983
0.878612717,0.843930636,0.705202312,0.739884393,0.815028902,0.815028902,0.815028902,0.780346821,0.791907514
0.832369942,0.849710983,0.861271676,0.849710983,0.843930636,0.855491329,0.849710983,0.843930636,0.843930636
0.849710983,0.855491329,0.855491329,0.855491329,0.849710983,0.867052023,0.867052023,0.907514451,0.907514451
0.884393064,0.849710983,0.861271676,0.861271676,0.849710983,0.855491329,0.855491329,0.855491329,0.855491329
0.832369942,0.849710983,0.861271676,0.855491329,0.861271676,0.861271676,0.861271676,0.826589595,0.826589595
0.786127168,0.803468208,0.803468208,0.815028902,0.815028902,0.832369942,0.832369942,0.832369942,0.832369942
