0.89017341,0.878612717,0.89017341,0.89017341,0.89017341,0.89017341,0.89017341,0.89017341,0.861271676
0.780346821,0.809248555,0.815028902,0.809248555,0.803468208,0.797687861,0.803468208,0.734104046,0.768786127
0.89017341,0.867052023,0.878612717,0.843930636,0.855491329,0.803468208,0.849710983,0.826589595,0.820809249
0.861271676,0.867052023,0.867052023,0.867052023,0.87283237,0.87283237,0.87283237,0.867052023,0.832369942
0.768786127,0.826589595,0.774566474,0.87283237,0.855491329,0.855491329,0.855491329,0.867052023,0.867052023
0.849710983,0.87283237,0.867052023,0.815028902,0.87283237,0.867052023,0.861271676,0.867052023,0.867052023
0.780346821,0.838150289,0.803468208,0.780346821,0.786127168,0.774566474,0.728323699,0.716763006,0.716763006
0.826589595,0.826589595,0.89017341,0.809248555,0.693641618,0.682080925,0.682080925,0.815028902,0.820809249
0.884393064,0.820809249,0.838150289,0.791907514,0.768786127,0.780346821,0.797687861,0.797687861,0.786127168
0.838150289,0.780346821,0.751445087,0.768786127,0.820809249,0.820809249,0.664739884,0.87283237,0.867052023
0.843930636,0.838150289,0.751445087,0.768786127,0.820809249,0.791907514,0.820809249,0.815028902,0.820809249
0.716763006,0.682080925,0.786127168,0.797687861,0.780346821,0.768786127,0.815028902,0.815028902,0.815028902
0.838150289,0.786127168,0.838150289,0.832369942,0.832369942,0.774566474,0.768786127,0.838150289,0.849710983
0.855491329,0.826589595,0.820809249,0.820809249,0.832369942,0.832369942,0.826589595,0.832369942,0.832369942
0.838150289,0.820809249,0.791907514,0.734104046,0.809248555,0.803468208,0.797687861,0.797687861,0.803468208
0.832369942,0.849710983,0.855491329,0.855491329,0.861271676,0.867052023,0.867052023,0.861271676,0.861271676
0.843930636,0.895953757,0.895953757,0.895953757,0.867052023,0.878612717,0.815028902,0.838150289,0.838150289
0.87283237,0.884393064,0.884393064,0.884393064,0.809248555,0.820809249,0.716763006,0.861271676,0.861271676
0.849710983,0.838150289,0.867052023,0.768786127,0.855491329,0.728323699,0.838150289,0.843930636,0.843930636
0.722543353,0.803468208,0.820809249,0.826589595,0.809248555,0.809248555,0.820809249,0.820809249,0.820809249
