0.838150289,0.786127168,0.809248555,0.809248555,0.716763006,0.809248555,0.797687861,0.803468208,0.76300578
0.832369942,0.826589595,0.820809249,0.768786127,0.786127168,0.774566474,0.780346821,0.768786127,0.751445087
0.843930636,0.867052023,0.832369942,0.849710983,0.832369942,0.815028902,0.728323699,0.676300578,0.728323699
0.780346821,0.826589595,0.797687861,0.849710983,0.786127168,0.768786127,0.768786127,0.76300578,0.820809249
0.751445087,0.791907514,0.820809249,0.867052023,0.89017341,0.89017341,0.89017341,0.849710983,0.855491329
0.774566474,0.791907514,0.820809249,0.739884393,0.74566474,0.786127168,0.809248555,0.751445087,0.699421965
0.768786127,0.803468208,0.849710983,0.832369942,0.832369942,0.820809249,0.867052023,0.832369942,0.832369942
0.780346821,0.797687861,0.826589595,0.774566474,0.786127168,0.803468208,0.838150289,0.768786127,0.786127168
0.797687861,0.803468208,0.855491329,0.768786127,0.739884393,0.786127168,0.803468208,0.803468208,0.774566474
0.809248555,0.843930636,0.815028902,0.826589595,0.849710983,0.843930636,0.826589595,0.820809249,0.820809249
0.780346821,0.786127168,0.786127168,0.786127168,0.768786127,0.809248555,0.809248555,0.809248555,0.809248555
0.791907514,0.728323699,0.751445087,0.739884393,0.76300578,0.786127168,0.786127168,0.768786127,0.757225434
0.849710983,0.809248555,0.843930636,0.843930636,0.774566474,0.768786127,0.768786127,0.768786127,0.768786127
0.878612717,0.820809249,0.843930636,0.843930636,0.843930636,0.832369942,0.843930636,0.855491329,0.855491329
0.838150289,0.820809249,0.76300578,0.774566474,0.76300578,0.786127168,0.791907514,0.751445087,0.803468208
0.849710983,0.826589595,0.797687861,0.855491329,0.855491329,0.855491329,0.849710983,0.849710983,0.849710983
0.826589595,0.832369942,0.832369942,0.838150289,0.820809249,0.849710983,0.849710983,0.809248555,0.826589595
0.867052023,0.861271676,0.87283237,0.861271676,0.855491329,0.820809249,0.820809249,0.826589595,0.826589595
0.815028902,0.809248555,0.826589595,0.820809249,0.838150289,0.826589595,0.826589595,0.832369942,0.832369942
0.76300578,0.797687861,0.791907514,0.791907514,0.797687861,0.797687861,0.728323699,0.728323699,0.739884393
